#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2014-10-14T19:43:18 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ543d562336ef	
#INFO	-out.max=unlimited	
#INFO	queryParameters=27	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=VII/155/rc3
#-nav=cat:VII/155&tab:{VII/155/rc3}&key:source=VII/155&HTTPPRM:&&-ref=VIZ543d562336ef&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=RA2000&-out=DE2000&-out=name&-out=altname&-out=PGC&-out=type&-out=T&-out=lumcl&-out=D25&-out=R25&-out=PA&-out=BT&-out=BT_code&-out=BoT&-out=V21&-out=cz&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=VII/155/rc3
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VII/155/rc3
#-order=I
#-out=RA2000
#-out=DE2000
#-out=name
#-out=altname
#-out=PGC
#-out=type
#-out=T
#-out=lumcl
#-out=D25
#-out=R25
#-out=PA
#-out=BT
#-out=BT_code
#-out=BoT
#-out=V21
#-out=cz
#

#RESOURCE=yCat_7155
#Name: VII/155
#Title: Third Reference Cat. of Bright Galaxies (RC3) (de Vaucouleurs+ 1991)
#Coosys	B2000:	eq_FK4 B2000
#Table	VII_155_rc3:
#Name: VII/155/rc3
#Title: The revised RC3 catalog
#Column	RA2000	(A10)	Right Ascension 2000 (hours)	[ucd=pos.eq.ra;meta.main]
#Column	DE2000	(A9)	Declination 2000 (degrees)	[ucd=pos.eq.dec;meta.main]
#Column	name	(a12)	Name	[ucd=meta.id]
#Column	altname	(a15)	Alternate name	[ucd=meta.id]
#Column	PGC	(a11)	PGC number	[ucd=meta.id;meta.main]
#Column	type	(a7)	Type	[ucd=src.morph.type]
#Column	T	(F4.1)	? T (Hubble stage)	[ucd=src.morph.type]
#Column	lumcl	(F4.1)	? Luminosity class (file "\begin{tex}\vFile{VII/155/./mtypes.tex}{mtypes.tex}\end{tex}")	[ucd=src.class.luminosity]
#Column	D25	(F5.2)	? Log D25	[ucd=phys.angSize;src]
#Column	R25	(F5.2)	? Log R25 (isophotal diameter ratio)	[ucd=phys.size;arith.ratio]
#Column	PA	(I3)	? Position angle of the major axis [NULL integer written as an empty string]	[ucd=pos.posAng]
#Column	BT	(F5.2)	? BT (total B magnitude)	[ucd=phot.mag;em.opt.B]
#Column	BT_code	(A1)	? BT code	[ucd=meta.code]
#Column	BoT	(F5.2)	? BoT	[ucd=phot.mag;em.opt.B]
#Column	V21	(I5)	? V21 (heliocentric radial velocity) [NULL integer written as an empty string]	[ucd=phys.veloc;pos.heliocentric]
#Column	cz	(I5)	? Vopt= cz [NULL integer written as an empty string]	[ucd=phys.veloc;pos.heliocentric]
#RA2000;DE2000;name;altname;PGC;type;T;lumcl;D25;R25;PA;BT;BT_code;BoT;V21;cz
#"h:m:s";"d:m:s"; ; ; ; ; ; ;[0.1arcmin]; ;deg;mag; ;mag;km/s;km/s
#----------;---------;------------;---------------;-----------;-------;----;----;-----;-----;---;-----;-;-----;-----;-----
10 30 23.8;-30 23 42;            ; ESO  436- 29  ;PGC30984   ;.SXT5*.; 5.0; 2.2; 1.19; 0.10;   ;     ; ;13.12; 4079; 4107
10 30 23.9;-35 15 12;            ;               ;PGC30985   ;.LXT0..;-2.0;    ; 1.06; 0.27;   ;     ; ;     ;     ;
10 30 26.6;-35 21 31;NGC  3271   ; ESO  375- 48  ;PGC30988   ;.LBR0..;-2.0;    ; 1.49; 0.23;106;12.86; ;12.53;     ; 3794
10 30 29.2;-35 36 49;NGC  3273   ; ESO  375- 49  ;PGC30992   ;.LAR0..;-2.0;    ; 1.23; 0.35; 97;13.55; ;13.24;     ; 2429
10 30 32.0;-46 16 13;            ; ESO  263- 47  ;PGC30994   ;.SXS9*.; 9.0;10.0; 1.08; 0.14;110;     ; ;     ;     ;
10 30 30.0;-03 12 00;            ; CGCG   9- 66  ;PGC30995   ;       ;    ;    ;     ;     ;   ;     ; ;14.90;     ;11319
10 30 36.0;+70 37 00;A   1026+70B; UGC  5692     ;PGC30997   ;.S..9*.; 9.0; 9.0; 1.51; 0.26;  0;13.47; ;13.25;     ;  180
10 30 36.0;+74 13 00;            ; UGC  5686     ;PGC30998   ;.I..9..;10.0;    ; 1.08; 0.04;140;     ; ;     ; 2805;
10 30 36.0;+53 30 00;            ; UGC  5703     ;PGC31003   ;.S..3..; 3.0; 4.5; 1.06; 0.12;   ;     ; ;     ;     ;
10 30 48.0;+73 53 00;            ; UGC  5689     ;PGC31011   ;.S..7..; 7.0;    ; 1.23; 1.02;154;     ; ;     ;     ;
10 30 51.8;-36 44 25;NGC  3275   ; ESO  375- 50  ;PGC31014   ;.SBR2..; 2.0; 1.1; 1.45; 0.12;   ;11.80;V;12.09;     ; 3211
10 30 54.0;-03 47 00;            ;               ;PGC31017   ;.S..5P/; 5.0;    ; 1.02; 0.76;   ;     ; ;     ;     ;
10 31 00.2;-34 33 50;IC   2587   ; ESO  375- 51  ;PGC31020   ;PLBS-..;-2.9;    ; 1.31; 0.13; 10;13.30; ;12.99;     ; 2111
10 31 00.6;-36 58 32;            ; ESO  375- 52  ;PGC31022   ;.SB.0*P; 0.0;    ; 1.12; 0.31;  0;     ; ;13.75;     ; 9126
10 31 01.5;-49 02 44;            ; ESO  214- 13  ;PGC31023   ;.SBT7?.; 6.8; 5.6; 1.18; 0.43;125;     ; ;     ;     ;
10 31 02.8;-28 43 08;IC   2586   ; ESO  436- 30  ;PGC31025   ;.E.4...;-5.0;    ; 1.17; 0.13; 79;13.54; ;13.36;     ; 3663
10 31 00.0;+78 51 00;            ; UGC  5682     ;PGC31027   ;.SXT5..; 5.0;    ; 1.04; 0.03;   ;     ; ;     ;     ;
10 31 07.1;+28 47 48;NGC  3265   ; UGC  5705     ;PGC31029   ;.E...*.;-5.0;    ; 1.11; 0.11; 73;     ; ;13.79; 1447; 1421
10 31 09.5;-39 56 44;NGC  3276   ; ESO  317- 40  ;PGC31031   ;.L...*.;-2.0;    ; 1.02; 0.27; 74;     ; ;     ;     ;
10 31 06.0;+34 30 00;            ; UGC  5706     ;PGC31032   ;.I..9..;10.0;    ; 1.14; 0.10;   ;     ; ;     ; 1494;
10 31 11.3;-46 15 02;            ; ESO  263- 48  ;PGC31035   ;.LAS0?.;-2.0;    ; 1.42; 0.25;168;12.50; ;11.69;     ; 2889
10 31 12.0;+72 06 00;            ; UGC  5700     ;PGC31036   ;.SB?...;    ;    ; 1.13; 0.07;   ;     ; ;14.42;     ; 6689
10 31 12.8;+04 28 15;            ; UGC  5708     ;PGC31037   ;.SB.7*.; 7.0;    ; 1.54; 0.75;168;     ; ;12.71; 1175; 1307
10 31 14.4;+43 08 15;            ; UGC  5707     ;PGC31040   ;.SXS6..; 6.0;    ; 1.37; 0.14;155;     ; ;13.88; 2800;
10 31 16.1;+19 23 08;            ; UGC  5709     ;PGC31042   ;.S..7*.; 7.0;    ; 1.13; 0.20;115;     ; ;14.47; 6222;
10 31 19.1;-08 35 28;            ; MCG -1-27- 11 ;PGC31047   ;PSBT1P?; 1.0;    ; 1.12; 0.12;   ;     ; ;     ;     ;
10 31 22.9;-42 03 38;            ; ESO  317- 41  ;PGC31051   ;.SBR4*P; 4.0; 3.3; 1.17; 0.54;106;     ; ;     ;     ;
10 31 24.9;-35 13 14;NGC  3258C  ; ESO  375- 53  ;PGC31053   ;.SBR1..; 1.0;    ; 1.07; 0.13; 48;     ; ;14.09;     ; 2597
10 31 25.2;-29 57 20;            ; ESO  436- 31  ;PGC31055   ;.SBS7..; 7.0; 6.7; 1.11; 0.10;   ;     ; ;14.68; 4061;
10 31 29.5;-32 42 51;            ; ESO  436- 32  ;PGC31058   ;.S..1*.; 1.0;    ; 1.01; 0.33;165;     ; ;     ;     ;
10 31 30.2;+24 52 09;NGC  3270   ; UGC  5711     ;PGC31059   ;.SXR3*.; 3.0; 2.5; 1.50; 0.58; 10;13.90; ;12.85; 6264; 6284
10 31 30.0;+32 22 00;            ; UGC  5712     ;PGC31063   ;.S..6*.; 6.0;    ; 1.00; 0.94; 43;     ; ;     ;     ;
10 31 32.9;-39 33 33;            ; ESO  317- 42  ;PGC31064   ;.L..-..;-3.0;    ; 1.11; 0.23; 62;     ; ;     ;     ;
10 31 34.8;+00 28 39;            ; UGC  5715     ;PGC31067   ;.S..4..; 4.0;    ; 1.04; 0.18;155;     ; ;13.73;     ; 8582
10 31 35.6;-39 57 21;NGC  3278   ; ESO  317- 43  ;PGC31068   ;.SAS5?.; 5.0;    ; 1.12; 0.15; 62;     ; ;     ;     ;
10 31 36.0;+25 59 00;            ; UGC  5713     ;PGC31075   ;.S..4..; 4.0;    ; 1.22; 0.48;  5;     ; ;     ;     ;
10 31 40.1;-45 29 03;            ; ESO  263- 51  ;PGC31076   ;.SBT6P.; 5.7; 5.6; 1.19; 0.38;164;     ; ;     ;     ;
10 31 43.4;+25 18 27;            ; UGC  5716     ;PGC31081   ;.S..9*.; 9.0;    ; 1.11; 0.20;   ;     ; ;     ; 1277;
10 31 45.1;+46 40 24;            ; UGC  5714     ;PGC31083   ;.SBS5..; 5.0;    ; 0.98; 0.10; 85;     ; ;     ;     ;
10 31 48.4;-36 01 51;            ; ESO  375- 54  ;PGC31086   ;.SB.1?.; 1.0;    ; 1.13; 0.86;119;     ; ;     ;     ;
10 31 50.0;-30 23 09;IC   2588   ; ESO  436- 33  ;PGC31088   ;PSBR1*.; 1.0;    ; 1.15; 0.08;150;     ; ;13.41; 3520; 3541
10 31 52.2;-34 51 27;NGC  3281   ; ESO  375- 55  ;PGC31090   ;.SAS2P*; 2.1;    ; 1.52; 0.30;140;12.70; ;11.92;     ; 3439
10 31 55.8;-35 24 33;NGC  3258D  ; ESO  375- 58  ;PGC31094   ;.SBS3*.; 3.0;    ; 1.21; 0.26;  5;     ; ;13.28;     ; 2722
10 31 54.0;+77 48 00;            ; UGC  5701     ;PGC31098   ;.I..9*.;10.0;    ; 1.12; 0.35;  0;     ; ;     ; 1621;
10 31 59.0;-35 11 51;            ; ESO  375- 59  ;PGC31103   ;.LXT0*.;-2.2;    ; 1.09; 0.10;123;     ; ;14.05;     ; 2289
10 32 12.4;-09 14 22;            ; MCG -1-27- 13 ;PGC31116   ;RLA.-*.;-3.0;    ; 1.13; 0.11;   ;     ; ;     ;     ;
10 32 12.8;-01 29 36;            ; UGC  5723     ;PGC31117   ;PSXR1P*; 1.0;    ; 0.96; 0.15; 40;     ; ;     ; 1171;
10 32 16.7;+27 40 13;NGC  3274   ; UGC  5721     ;PGC31122   ;.SX.7?.; 6.8; 8.0; 1.33; 0.32;100;13.21; ;12.68;  537;  519
10 32 17.0;+12 03 24;            ; MCG  2-27- 24 ;PGC31123   ;.S?....;    ;    ; 0.82; 0.17;   ;     ; ;14.60;     ; 9418
10 32 20.3;+56 05 00;NGC  3264   ; UGC  5719     ;PGC31125   ;.SB.8*.; 8.0;    ; 1.46; 0.37;177;12.50; ;12.93;  942;
10 32 20.6;-24 02 16;IC   2589   ; ESO  501-  4  ;PGC31126   ;.S?....;    ;    ; 0.95; 0.20; 10;     ; ;13.64;     ; 3700
10 32 22.5;-22 18 04;NGC  3282   ; ESO  568- 16  ;PGC31129   ;RLBR0?.;-2.0;    ; 1.29; 0.52; 82;     ; ;13.71;     ; 3880
10 32 18.0;+02 33 00;            ; UGC  5726     ;PGC31130   ;.I..9?.;10.0;    ; 1.00; 0.43;157;     ; ;     ; 6593;
10 32 25.2;-34 59 58;NGC  3258E  ; ESO  375- 60  ;PGC31131   ;.S..3?/; 3.0;    ; 1.20; 0.67; 27;     ; ;     ;     ;
10 32 28.2;-36 31 58;            ; ESO  375- 61  ;PGC31134   ;.SXS7*.; 7.0; 8.9; 1.05; 0.16;145;     ; ;     ;     ;
10 32 28.7;-27 31 52;            ; ESO  501-  5  ;PGC31135   ;       ;    ;    ; 0.66; 0.04;   ;     ; ;14.90;     ; 4027
10 32 24.0;+27 09 00;            ; MCG  5-25- 21 ;PGC31136   ;.S?....;    ;    ; 0.89; 0.00;   ;     ; ;14.88;     ;12043
10 32 31.5;+54 23 56;A   1029+54 ; UGC  5720     ;PGC31141   ;.I..9P*;10.0;    ; 1.00; 0.03;   ;     ; ;13.38; 1461; 1390
10 32 35.3;+65 02 29;NGC  3259   ; UGC  5717     ;PGC31145   ;.SXT4*.; 4.0; 5.2; 1.34; 0.26; 20;     ; ;12.50; 1686; 1760
10 32 39.4;-17 25 26;            ;               ;PGC31148   ;.IBS9..; 9.6; 9.8; 1.18; 0.17;   ;     ; ;     ; 2645;
10 32 42.0;+19 55 00;            ; UGC  5729     ;PGC31151   ;.SB.2..; 2.0;    ; 1.02; 0.28;  5;     ; ;     ;     ;
10 32 44.2;-28 36 46;            ; ESO  436- 34  ;PGC31154   ;.S..3./; 3.0;    ; 1.32; 0.74; 60;     ; ;13.16;     ; 3614
10 32 42.0;+15 51 00;IC    616   ; UGC  5730     ;PGC31159   ;.S..6*.; 6.0;    ; 1.06; 0.03;   ;     ; ;14.07; 5779;
10 32 48.7;-34 23 59;            ; ESO  375- 62  ;PGC31160   ;.L...*/;-2.0;    ; 1.18; 0.84;173;     ; ;14.39;     ; 3160
10 32 48.8;-27 31 23;NGC  3285A  ; ESO  501-  8  ;PGC31161   ;.SBT6*.; 6.3; 3.9; 1.07; 0.14;171;     ; ;14.04; 4300;
10 32 50.2;-30 16 11;            ; ESO  436- 35  ;PGC31164   ;.SXR8..; 8.0; 6.7; 1.08; 0.10;   ;     ; ;14.33; 3451; 3451
10 32 54.0;-06 29 00;            ; MCG -1-27- 15 ;PGC31165   ;.S?....;    ;    ; 1.04; 0.28;   ;14.60; ;14.04;     ; 4998
10 32 55.4;+28 30 43;NGC  3277   ; UGC  5731     ;PGC31166   ;.SAR2..; 2.0; 2.5; 1.29; 0.05;   ;12.50; ;12.37; 1408; 1460
10 32 59.4;-34 53 11;NGC  3281C  ; ESO  375- 63  ;PGC31173   ;.L..../;-2.0;    ; 1.15; 0.67;160;     ; ;13.91;     ; 2779
10 33 02.6;-38 58 59;            ; ESO  317- 46  ;PGC31178   ;.SBS7*/; 7.0;    ; 1.36; 0.85; 11;     ; ;     ;     ;
10 33 08.1;-27 05 47;            ; ESO  501- 10  ;PGC31182   ;.S?....;    ;    ; 1.15; 0.89;172;     ; ;13.06;     ; 4238
10 33 13.6;-07 27 54;            ; MCG -1-27- 18 ;PGC31191   ;.LBT0..;-2.0;    ; 1.15; 0.08;   ;     ; ;     ;     ;
10 33 12.0;+64 30 00;            ; UGC  5727     ;PGC31192   ;.S..4..; 4.0;    ; 1.14; 0.55; 29;     ; ;     ;     ;
10 33 17.7;+64 44 58;NGC  3266   ; UGC  5725     ;PGC31198   ;.LX.0$.;-2.0;    ; 1.19; 0.07;105;     ; ;     ;     ;
10 33 30.2;-26 53 54;            ; ESO  501- 13  ;PGC31212   ;.L..0*.;-2.0;    ; 1.14; 0.39; 59;     ; ;13.60;     ; 3594
10 33 35.9;-27 27 18;NGC  3285   ; ESO  501- 15  ;PGC31217   ;.SBS1P.; 1.0;    ; 1.41; 0.23;108;13.05; ;12.53; 3378; 3502
10 33 48.0;+12 52 00;            ; UGC  5735     ;PGC31235   ;.S..4..; 4.0;    ; 0.94; 0.24;  0;     ; ;     ;     ;
10 33 51.6;-00 33 42;            ; UGC  5736     ;PGC31236   ;.S..4..; 4.0;    ; 1.04; 0.09; 80;     ; ;     ;     ;
10 33 53.8;-27 49 54;            ; ESO  436- 38  ;PGC31238   ;.S?....;    ;    ; 0.97; 0.18; 74;     ; ;15.15; 2694;
10 33 54.0;+11 12 00;A   1031+11 ; UGC  5737     ;PGC31241   ;.S..6*.; 6.0;    ; 0.96; 0.05;110;15.20; ;     ;     ;
10 33 59.5;-30 10 13;            ; ESO  436- 39  ;PGC31242   ;.S..4*/; 4.0;    ; 1.22; 0.76; 84;     ; ;13.58;     ; 3365
10 34 00.0;-27 20 12;            ; ESO  501- 16  ;PGC31243   ;.SBT2..; 2.2;    ; 0.92; 0.12;   ;     ; ;14.29;     ; 9683
10 34 01.3;-35 17 01;            ; ESO  375- 64  ;PGC31248   ;.SXT1P.; 1.0;    ; 1.15; 0.14;   ;     ; ;14.14;     ; 2573
10 34 07.3;-35 19 25;NGC  3289   ; ESO  375- 65  ;PGC31253   ;.LBT+*/;-1.0;    ; 1.35; 0.60;153;13.44; ;13.16;     ; 2702
10 34 13.8;-73 14 26;IC   2596   ; ESO   38-  2  ;PGC31265   ;.SBT2..; 2.0;    ; 1.08; 0.17;177;     ; ;     ;     ; 3390
10 34 15.0;+52 52 17;            ; UGC  5734     ;PGC31269   ;.S..0..; 0.0;    ; 1.19; 0.71;156;     ; ;13.55;     ; 7109
10 34 19.0;-34 24 13;NGC  3281D  ; ESO  375- 68  ;PGC31273   ;.SBS7*/; 6.7; 5.6; 1.31; 0.70;160;     ; ;13.29;     ; 5366
10 34 20.1;+13 45 12;            ; UGC  5739     ;PGC31275   ;.I..9?.;10.0;    ; 1.02; 0.53;152;     ; ;14.04; 2976; 3001
10 34 21.3;-32 11 13;            ; ESO  436- 40  ;PGC31276   ;PSBT2*P; 2.0;    ; 1.10; 0.40; 48;     ; ;     ;     ;
10 34 23.0;+73 45 49;NGC  3252   ; UGC  5732     ;PGC31278   ;.SB.7?/; 6.7;    ; 1.30; 0.50; 35;     ; ;13.30; 1136;
10 34 24.6;-26 29 31;            ; ESO  501- 17  ;PGC31280   ;.S?....;    ;    ; 0.93; 0.50; 15;     ; ;14.28;     ; 4429
10 34 30.3;+35 15 27;            ; UGC  5738     ;PGC31285   ;.S?....;    ;    ; 0.96; 0.20; 30;     ; ;13.86; 1516;
10 34 30.0;+79 09 00;            ; UGC  5728     ;PGC31287   ;.S..9*.; 9.0;    ; 1.14; 0.18;  0;     ; ;     ; 2742;
10 34 37.0;-27 39 14;NGC  3285B  ; ESO  501- 18  ;PGC31293   ;.SXR3*.; 3.3; 5.0; 1.18; 0.12; 43;     ; ;13.49; 2952; 3149
10 34 37.6;-43 26 44;            ; ESO  264-  5  ;PGC31295   ;.SBS9..; 9.0; 9.4; 1.05; 0.05;   ;     ; ;     ;     ;
10 34 38.4;-28 35 13;            ; ESO  436- 42  ;PGC31296   ;.E?....;    ;    ; 0.82; 0.24; 49;     ; ;14.17;     ; 3451
10 34 42.7;+11 11 57;NGC  3279   ; UGC  5741     ;PGC31302   ;.S..7..; 7.0;    ; 1.46; 0.92;152;     ; ;12.57; 1392; 1422
10 34 45.1;-01 58 09;            ; UGC  5745     ;PGC31304   ;.LBT+..;-0.5;    ; 1.03; 0.11;135;     ; ;13.74;     ;  957
10 34 42.0;+25 31 00;            ; UGC  5743     ;PGC31306   ;.S..6*.; 6.0;    ; 1.00; 0.49;147;     ; ;     ;     ;
10 34 42.0;+50 45 00;            ; UGC  5740     ;PGC31307   ;.SX.9..; 9.0;    ; 1.24; 0.16;140;     ; ;14.93;  651;
10 34 47.5;-28 29 56;            ; ESO  436- 44  ;PGC31310   ;.L?....;    ;    ; 1.06; 0.16;105;     ; ;13.64;     ; 3177
10 34 47.7;+21 39 02;NGC  3287   ; UGC  5742     ;PGC31311   ;.SBS7..; 7.0; 6.0; 1.32; 0.33; 20;     ; ;12.42; 1306; 1151
10 34 48.2;-27 12 50;            ; ESO  501- 20  ;PGC31312   ;.L?....;    ;    ; 0.96; 0.11; 37;14.50; ;14.24;     ; 4306
10 34 50.5;-28 35 02;            ; ESO  436- 46  ;PGC31316   ;.SBT4..; 3.7; 1.1; 1.34; 0.12;127;     ; ;13.05; 3438; 3790
10 34 50.5;-28 30 56;            ; ESO  436- 45  ;PGC31317   ;       ;    ;    ; 0.77; 0.02;   ;     ; ;14.82;     ; 3235
10 34 55.6;-06 28 16;            ; MCG -1-27- 20 ;PGC31326   ;.SBT5?.; 5.0; 3.1; 1.07; 0.27;   ;     ; ;     ;     ;
10 34 59.8;-28 04 50;            ; ESO  437-  2  ;PGC31330   ;.S?....;    ;    ; 1.01; 0.40;154;     ; ;13.82;     ; 2311
10 35 04.6;+46 33 36;A   1032+46 ; UGC  5744     ;PGC31331   ;.L?....;    ;    ; 0.77; 0.05;110;     ; ;14.25;     ; 3330
10 35 08.5;-43 41 32;NGC  3366   ; ESO  264-  7  ;PGC31335   ;PSBR3*.; 3.3; 2.6; 1.34; 0.31; 37;12.03; ;11.20;     ; 3000
10 35 08.9;+45 05 12;            ; UGC  5746     ;PGC31336   ;.SB.2..; 2.0;    ; 1.16; 0.20; 40;     ; ;13.73;     ; 7588
10 35 16.9;-07 14 48;            ; MCG -1-27- 21 ;PGC31345   ;.SBS1P?; 1.0;    ; 1.08; 0.27;   ;     ; ;     ;     ;
10 35 17.6;-17 16 36;NGC  3290   ;               ;PGC31346   ;.SXT4*P; 4.0; 3.3; 0.99; 0.28;   ;     ; ;     ;10576;10616
10 35 18.5;-36 52 45;            ; ESO  375- 69  ;PGC31348   ;.S?....;    ;    ; 0.87; 0.13;153;     ; ;13.92;     ; 3145
10 35 20.2;-27 21 45;            ; ESO  501- 21  ;PGC31353   ;.L?....;    ;    ; 1.16; 0.69;162;     ; ;14.29;     ; 4554
10 35 23.6;-24 45 21;A   1033-24 ; ESO  501- 23  ;PGC31359   ;.SBS8..; 8.0; 8.7; 1.54; 0.10; 14;13.20; ;12.86; 1048;
10 35 23.7;-28 18 57;            ; ESO  437-  4  ;PGC31360   ;.SXR4P*; 3.7; 2.6; 1.27; 0.21;153;     ; ;13.42; 3288; 3265
10 35 25.6;-26 39 27;            ; ESO  501- 25  ;PGC31366   ;.LX.0..;-2.0;    ; 1.23; 0.29;155;     ; ;13.80;     ; 3834
10 35 26.8;-24 23 03;            ; ESO  501- 24  ;PGC31368   ;RLXR+*.;-1.3;    ; 1.06; 0.29;102;     ; ;     ;     ;
10 35 27.4;-14 07 49;            ; MCG -2-27-  9 ;PGC31369   ;.LBT+P?;-1.0;    ; 1.28; 0.60;   ;     ; ;     ;     ;
10 35 31.1;-06 11 06;NGC  3292   ; MCG -1-27- 23 ;PGC31370   ;.L..0P?;-2.0;    ; 1.05; 0.10;   ;     ; ;     ;     ;
10 35 32.2;-41 44 27;NGC  3318A  ; ESO  317- 50  ;PGC31373   ;.SXT5*.; 5.0;    ; 1.16; 0.53;  3;     ; ;     ;     ;
10 35 35.0;+44 18 52;A   1032+44 ; UGC  5747     ;PGC31376   ;.P...$.;99.0;    ; 0.94; 0.63;133;     ; ;     ;     ; 7200
10 35 38.1;-48 48 33;            ; ESO  214- 14  ;PGC31378   ;.S?....;    ;    ; 1.01; 0.80; 63;     ; ;     ;     ; 5914
10 35 39.5;+28 33 55;            ; UGC  5749     ;PGC31379   ;.S?....;    ;    ; 0.65; 0.05;   ;     ; ;14.92; 4413; 4413
10 35 45.4;+20 59 27;            ; UGC  5750     ;PGC31386   ;.SB.8*.; 8.0;    ; 1.04; 0.29;   ;     ; ;     ; 7148;
10 35 46.2;+21 02 59;            ; UGC  5751     ;PGC31388   ;.S?....;    ;    ; 1.31; 0.65;172;     ; ;13.43; 7041;
10 35 47.5;-32 21 33;NGC  3302   ; ESO  437-  7  ;PGC31391   ;.LA.0..;-2.0;    ; 1.22; 0.13;118;     ; ;13.14;     ; 4075
10 35 49.7;+63 32 10;A   1032+63 ; CGCG 313- 27  ;PGC31395   ;       ;    ;    ;     ;     ;   ;     ; ;     ;     ; 7020
10 35 51.3;-34 16 10;            ; ESO  375- 70  ;PGC31397   ;.S?....;    ;    ; 0.97; 0.13; 30;     ; ;14.40;     ; 3845
10 36 03.9;-24 19 22;IC   2594   ; ESO  501- 28  ;PGC31405   ;.LA.-..;-3.0;    ; 1.24; 0.07;   ;     ; ;13.05;     ; 3580
10 36 04.2;-27 30 32;A   1033-27 ;               ;PGC31407   ;.E+..P*;-4.5;    ; 0.69; 0.11;   ;     ; ;     ;     ; 2381
10 36 09.5;-37 14 16;            ; ESO  375- 71  ;PGC31414   ;.IBS9..;10.0;10.0; 1.47; 0.08; 93;     ; ;12.87;  957;
10 36 12.5;-27 09 46;NGC  3305   ; ESO  501- 30  ;PGC31421   ;.E.0...;-5.0;    ; 1.05; 0.01;   ;13.77; ;13.46;     ; 3987
10 36 15.3;-08 20 05;IC    624   ; MCG -1-27- 26 ;PGC31426   ;.SX.1*.; 1.0;    ; 1.43; 0.55;   ;     ; ;     ; 5042;
10 36 12.0;+13 26 00;            ; UGC  5758     ;PGC31427   ;.I..9..;10.0;    ; 0.96; 0.39;   ;     ; ;     ; 2956;
10 36 16.1;+37 19 28;NGC  3294   ; UGC  5753     ;PGC31428   ;.SAS5..; 5.0; 1.5; 1.55; 0.29;122;12.20; ;11.34; 1586; 1436
10 36 12.0;+26 58 00;IC   2590   ; UGC  5756     ;PGC31429   ;.L.....;-2.0;    ; 1.04; 0.00;   ;     ; ;14.11;     ; 6363
10 36 17.3;-27 31 46;NGC  3307   ; ESO  501- 31  ;PGC31430   ;.SBR0P?; 0.1;    ; 0.96; 0.43; 28;14.49;V;14.66;     ; 3897
10 36 18.0;+58 36 00;NGC  3286   ; MCG 10-15-112 ;PGC31433   ;.E?....;    ;    ; 0.90; 0.19;   ;     ; ;14.49;     ; 8128
10 36 21.5;+13 42 43;            ; UGC  5760     ;PGC31435   ;.S?....;    ;    ; 1.15; 0.60;  1;     ; ;13.38; 3000; 2997
10 36 22.3;-27 26 16;NGC  3308   ; ESO  501- 34  ;PGC31438   ;.LXS-*.;-3.0;    ; 1.23; 0.12; 32;12.94; ;12.71;     ; 3610
10 36 22.4;-25 22 40;            ; ESO  501- 32  ;PGC31440   ;.SB?...;    ;    ; 0.97; 0.12;   ;     ; ;13.78;     ; 4080
10 36 23.8;+12 42 24;NGC  3299   ; UGC  5761     ;PGC31442   ;.SXS8..; 8.0;    ; 1.34; 0.12;  3;     ; ;13.13;  641;
10 36 24.5;-26 59 58;            ; ESO  501- 35  ;PGC31443   ;.LBR0*.;-2.0;    ; 1.18; 0.46;120;     ; ;13.85;     ; 4158
10 36 26.6;+58 33 27;NGC  3288   ; UGC  5752     ;PGC31446   ;.SX.4*.; 3.7;    ; 1.05; 0.12;175;     ; ;14.56;     ; 8164
10 36 33.0;-28 03 53;            ; ESO  437-  8  ;PGC31456   ;.L?....;    ;    ; 1.08; 0.64;154;     ; ;14.41;     ; 4333
10 36 33.1;+38 26 19;            ; UGC  5759     ;PGC31457   ;.L..-*.;-3.0;    ; 1.08; 0.04; 25;     ; ;14.10;     ; 7712
10 36 30.0;-01 15 00;            ; CGCG   9- 85  ;PGC31458   ;       ;    ;    ;     ;     ;   ;     ; ;14.81;     ;10984
10 36 34.2;-44 31 59;            ; ESO  264- 11  ;PGC31460   ;.SBS8P.; 8.0; 8.9; 1.06; 0.10;   ;     ; ;     ;     ;
10 36 34.9;-28 12 59;            ; ESO  437-  9  ;PGC31462   ;.E?....;    ;    ; 1.02; 0.44; 15;     ; ;14.58; 3460; 3811
10 36 36.3;-27 31 05;NGC  3309   ; ESO  501- 36  ;PGC31466   ;.E.3...;-5.0;    ; 1.27; 0.06;   ;12.60; ;12.20;     ; 4100
10 36 36.6;-42 51 11;            ; ESO  264- 12  ;PGC31468   ;RLXR+..;-1.3;    ; 0.87; 0.03;164;     ; ;14.46;     ; 4508
10 36 38.5;+14 10 19;NGC  3300   ; UGC  5766     ;PGC31472   ;.LXR0*$;-2.0;    ; 1.28; 0.28;173;     ; ;12.97;     ; 3045
